

# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Source: NOAA POES (Whatever is aloft)
# Units: gigawatts

# Format:

# Each line is formatted as in this example:

# 2006-09-05 00:54:25 NOAA-16 (S)  7  29.67   0.82

# A19   Date and UT at the center of the polar pass as YYYY-MM-DD hh:mm:ss
# 1X    (Space)
# A7	NOAA POES Satellite number
# 1X    (Space)
# A3	(S) or (N) - hemisphere
# I3	Hemispheric Power Index (activity level)
# F7.2	Estimated Hemispheric Power in gigawatts
# F7.2	Normalizing factor

2011-06-10 07:26:58 NOAA-19 (N)  3   5.54   0.78
2011-06-10 07:33:04 NOAA-18 (N)  3   4.66   0.80
2011-06-10 07:56:50 METP-02 (S)  2   2.52   1.91
2011-06-10 07:57:07 NOAA-16 (S)  1   2.11   1.36
2011-06-10 08:06:35 NOAA-15 (S)  3   4.04   1.28
2011-06-10 08:16:41 NOAA-17 (S)  3   4.19   1.19
2011-06-10 08:17:22 NOAA-19 (S)  2   2.86   0.94
2011-06-10 08:23:28 NOAA-18 (S)  1   2.40   0.94
2011-06-10 08:48:18 METP-02 (N)  4   7.30   2.12
2011-06-10 08:48:51 NOAA-16 (N)  3   3.95   2.32
2011-06-10 08:58:03 NOAA-15 (N)  5  14.04   1.11
2011-06-10 09:08:09 NOAA-17 (N)  6  17.77   2.17
2011-06-10 09:08:18 NOAA-19 (N)  4   6.66   0.89
2011-06-10 09:14:56 NOAA-18 (N)  5  10.37   0.92
2011-06-10 09:39:30 METP-02 (S)  5  11.99   0.87
2011-06-10 09:39:47 NOAA-16 (S)  4   8.69   1.04
2011-06-10 09:47:55 NOAA-15 (S)  5  13.81   1.11
2011-06-10 09:58:42 NOAA-19 (S)  7  25.62   1.13
2011-06-10 09:58:49 NOAA-17 (S)  7  27.57   0.76
2011-06-10 10:05:04 NOAA-18 (S)  6  16.52   1.04
2011-06-10 10:31:14 METP-02 (N)  5  14.30   1.93
2011-06-10 10:31:31 NOAA-16 (N)  8  44.13   2.26
2011-06-10 10:38:51 NOAA-15 (N)  6  19.43   0.88
2011-06-10 10:49:22 NOAA-19 (N)  9  93.18   1.21
2011-06-10 10:50:17 NOAA-17 (N)  7  29.55   1.86
2011-06-10 10:55:44 NOAA-18 (N)  8  43.45   1.14
2011-06-10 11:21:54 METP-02 (S)  8  40.97   0.73
2011-06-10 11:22:27 NOAA-16 (S)  7  30.20   0.79
2011-06-10 11:28:43 NOAA-15 (S)  8  40.32   1.09
2011-06-10 11:39:46 NOAA-19 (S)  7  31.46   1.10
2011-06-10 11:40:25 NOAA-17 (S)  7  27.64   0.79
2011-06-10 11:46:08 NOAA-18 (S)  7  35.97   1.06
2011-06-10 12:13:22 METP-02 (N)  7  24.82   1.54
2011-06-10 12:13:55 NOAA-16 (N)  6  19.14   1.36
2011-06-10 12:19:07 NOAA-15 (N)  7  34.18   1.02
2011-06-10 12:30:10 NOAA-19 (N)  7  27.87   1.33
2011-06-10 12:31:37 NOAA-17 (N)  6  17.42   1.43
2011-06-10 12:36:48 NOAA-18 (N)  6  20.78   1.16
2011-06-10 13:03:46 METP-02 (S)  6  21.79   0.83
2011-06-10 13:04:19 NOAA-16 (S)  6  19.60   0.95
2011-06-10 13:08:59 NOAA-15 (S)  6  20.31   0.95
2011-06-10 13:20:34 NOAA-19 (S)  7  35.21   1.12
2011-06-10 13:21:45 NOAA-17 (S)  7  26.18   0.87
2011-06-10 13:27:12 NOAA-18 (S)  7  27.99   1.05
2011-06-10 13:54:58 METP-02 (N)  6  16.47   1.32
2011-06-10 13:55:31 NOAA-16 (N)  7  30.53   1.16
2011-06-10 13:59:07 NOAA-15 (N)  8  45.65   1.26
2011-06-10 14:10:58 NOAA-19 (N)  7  25.07   1.28
2011-06-10 14:12:41 NOAA-17 (N)  6  20.64   1.25
2011-06-10 14:17:36 NOAA-18 (N)  6  16.18   1.21
2011-06-10 14:45:22 METP-02 (S)  6  16.32   0.92
2011-06-10 14:45:55 NOAA-16 (S)  5  13.36   1.01
2011-06-10 14:49:15 NOAA-15 (S)  7  26.16   0.97
2011-06-10 15:01:38 NOAA-19 (S)  5  13.96   1.10
2011-06-10 15:02:49 NOAA-17 (S)  5  15.38   1.02
2011-06-10 15:08:16 NOAA-18 (S)  5  12.54   1.07
2011-06-10 15:36:18 METP-02 (N)  4   7.72   1.13
2011-06-10 15:36:35 NOAA-16 (N)  5  14.88   1.14
2011-06-10 15:39:07 NOAA-15 (N)  5  12.23   1.02
2011-06-10 15:51:46 NOAA-19 (N)  7  31.48   1.19
2011-06-10 15:53:13 NOAA-17 (N)  6  17.12   1.20
2011-06-10 15:58:24 NOAA-18 (N)  4   8.78   1.04
2011-06-10 16:26:10 METP-02 (S)  4   7.26   1.12
2011-06-10 16:26:59 NOAA-16 (S)  4   6.47   1.08
2011-06-10 16:28:59 NOAA-15 (S)  5  11.86   0.88
2011-06-10 16:43:05 NOAA-17 (S)  4   8.33   1.12
2011-06-10 16:43:14 NOAA-19 (S)  5  11.11   1.08
2011-06-10 16:49:36 NOAA-18 (S)  5  10.21   1.10
2011-06-10 17:16:50 METP-02 (N)  5  12.74   1.17
2011-06-10 17:17:39 NOAA-16 (N)  5  14.51   1.25
2011-06-10 17:18:51 NOAA-15 (N)  4   9.44   1.02
2011-06-10 17:33:13 NOAA-17 (N)  6  18.89   1.28
2011-06-10 17:33:22 NOAA-19 (N)  5  14.01   0.96
2011-06-10 17:39:44 NOAA-18 (N)  4   8.54   0.94
2011-06-10 18:06:58 METP-02 (S)  4   6.23   1.14
2011-06-10 18:08:03 NOAA-16 (S)  4   9.17   1.09
2011-06-10 18:09:15 NOAA-15 (S)  5   9.83   0.91
2011-06-10 18:23:21 NOAA-17 (S)  4   7.62   1.17
2011-06-10 18:25:06 NOAA-19 (S)  5  12.96   0.86
2011-06-10 18:31:12 NOAA-18 (S)  4   7.10   1.09
2011-06-10 18:57:06 METP-02 (N)  3   4.31   1.25
2011-06-10 18:58:27 NOAA-16 (N)  4   7.41   1.29
2011-06-10 18:59:07 NOAA-15 (N)  5  15.08   0.96
2011-06-10 19:13:13 NOAA-17 (N)  4   7.27   1.30
2011-06-10 19:15:30 NOAA-19 (N)  7  25.91   0.89
2011-06-10 19:21:36 NOAA-18 (N)  5  14.51   0.84
2011-06-10 19:47:14 METP-02 (S)  4   7.93   1.21
2011-06-10 19:48:51 NOAA-16 (S)  4   7.55   1.05
2011-06-10 19:49:47 NOAA-15 (S)  6  21.69   1.02
2011-06-10 20:03:05 NOAA-17 (S)  4   8.97   1.16
2011-06-10 20:07:30 NOAA-19 (S)  6  21.20   0.72
2011-06-10 20:13:20 NOAA-18 (S)  7  27.55   0.71
2011-06-10 20:37:06 METP-02 (N)  4   9.69   1.41
2011-06-10 20:38:59 NOAA-16 (N)  6  16.54   1.26
2011-06-10 20:39:39 NOAA-15 (N)  6  21.78   0.87
2011-06-10 20:52:57 NOAA-17 (N)  5  14.00   1.32
2011-06-10 20:58:26 NOAA-19 (N)  6  23.18   0.86
2011-06-10 21:04:00 NOAA-18 (N)  5  13.72   0.80
2011-06-10 21:27:30 METP-02 (S)  4   8.91   1.23
2011-06-10 21:29:55 NOAA-16 (S)  6  20.03   0.96
2011-06-10 21:30:35 NOAA-15 (S)  6  16.62   0.94
2011-06-10 21:43:21 NOAA-17 (S)  6  24.01   1.04
2011-06-10 21:50:10 NOAA-19 (S)  6  19.66   1.10
2011-06-10 21:55:44 NOAA-18 (S)  4   8.86   1.06
2011-06-10 22:20:03 NOAA-16 (N)  5  13.44   1.17
2011-06-10 22:20:43 NOAA-15 (N)  7  25.21   0.82
2011-06-10 22:33:13 NOAA-17 (N)  6  15.97   1.24
2011-06-10 22:41:22 NOAA-19 (N)  5  12.72   0.92
2011-06-10 22:46:56 NOAA-18 (N)  5  12.53   0.88
2011-06-10 23:11:15 NOAA-16 (S)  6  18.26   0.84
2011-06-10 23:11:55 NOAA-15 (S)  6  20.84   0.76
2011-06-10 23:23:53 NOAA-17 (S)  7  35.32   0.83
2011-06-10 23:33:06 NOAA-19 (S)  8  40.87   1.21
2011-06-10 23:38:40 NOAA-18 (S)  7  29.78   0.92
2011-06-11 00:02:19 NOAA-15 (N)  6  17.27   0.85
2011-06-11 00:13:45 NOAA-17 (N)  5  12.16   1.15
2011-06-11 00:24:50 NOAA-19 (N)  6  19.38   1.12
2011-06-11 00:30:24 NOAA-18 (N)  5  12.10   1.04
2011-06-11 00:48:34 METP-02 (S)  6  17.74   0.87
2011-06-11 00:53:07 NOAA-16 (S)  6  17.31   0.72
2011-06-11 00:53:47 NOAA-15 (S)  6  23.14   0.71
2011-06-11 01:04:57 NOAA-17 (S)  6  17.92   0.74
2011-06-11 01:16:34 NOAA-19 (S)  6  17.04   2.09
2011-06-11 01:22:08 NOAA-18 (S)  5  12.25   2.03
2011-06-11 01:38:42 METP-02 (N)  4   8.11   1.23
2011-06-11 01:43:47 NOAA-16 (N)  5  10.27   1.17
2011-06-11 01:44:43 NOAA-15 (N)  6  23.15   1.12
2011-06-11 01:55:21 NOAA-17 (N)  5  14.38   1.25
2011-06-11 02:08:34 NOAA-19 (N)  6  21.96   1.24
2011-06-11 02:13:52 NOAA-18 (N)  5  14.33   1.28
2011-06-11 02:29:38 METP-02 (S)  6  21.90   0.75
2011-06-11 02:35:31 NOAA-16 (S)  5  13.63   0.76
2011-06-11 02:35:55 NOAA-15 (S)  7  32.21   0.71
2011-06-11 02:46:17 NOAA-17 (S)  6  19.36   0.69
2011-06-11 02:59:46 NOAA-19 (S)  7  31.75   1.09
2011-06-11 03:05:20 NOAA-18 (S)  7  28.81   1.03
2011-06-11 03:19:46 METP-02 (N)  3   5.82   1.15
2011-06-11 03:26:27 NOAA-16 (N)  6  19.30   1.72
2011-06-11 03:27:07 NOAA-15 (N)  7  28.65   1.63
2011-06-11 03:36:41 NOAA-17 (N)  6  19.29   1.62
2011-06-11 03:51:46 NOAA-19 (N)  7  26.76   1.28
2011-06-11 03:57:36 NOAA-18 (N)  7  35.17   1.60
2011-06-11 04:11:14 METP-02 (S)  8  46.47   0.73
2011-06-11 04:18:19 NOAA-15 (S)  9  81.16   0.61
2011-06-11 04:18:27 NOAA-16 (S)  7  26.03   0.74
2011-06-11 04:27:53 NOAA-17 (S)  7  36.19   0.65
2011-06-11 04:42:26 NOAA-19 (S)  8  55.02   1.09
2011-06-11 04:48:16 NOAA-18 (S)  9  63.44   1.04
2011-06-11 05:01:54 METP-02 (N)  8  55.51   1.16
2011-06-11 05:09:39 NOAA-16 (N)  7  29.19   2.96
2011-06-11 05:09:47 NOAA-15 (N)  9  82.43   3.33
2011-06-11 05:18:49 NOAA-17 (N)  8  48.77   2.51
2011-06-11 05:34:26 NOAA-19 (N)  9  61.22   1.25
2011-06-11 05:40:00 NOAA-18 (N)  8  51.81   1.52
2011-06-11 05:53:22 METP-02 (S)  9  61.91   0.75
2011-06-11 06:00:27 NOAA-15 (S)  9  65.80   0.75
2011-06-11 06:01:23 NOAA-16 (S)  7  30.65   0.68
2011-06-11 06:10:17 NOAA-17 (S)  8  41.80   0.65
2011-06-11 06:24:50 NOAA-19 (S) 10 114.98   1.50
2011-06-11 06:30:40 NOAA-18 (S)  8  55.91   1.27
2011-06-11 06:44:18 METP-02 (N)  7  37.22   1.84
2011-06-11 06:51:55 NOAA-15 (N) 10 121.71   3.30
2011-06-11 06:53:07 NOAA-16 (N)  8  44.18   4.03
2011-06-11 07:01:29 NOAA-17 (N)  8  45.94   3.27
2011-06-11 07:16:18 NOAA-19 (N)  8  40.50   1.02
2011-06-11 07:22:24 NOAA-18 (N)  7  38.39   1.11
2011-06-11 07:35:46 METP-02 (S)  8  40.65   0.76
2011-06-11 07:42:03 NOAA-15 (S)  8  58.14   0.91
2011-06-11 07:44:51 NOAA-16 (S)  7  26.77   0.71
2011-06-11 07:52:41 NOAA-17 (S)  6  23.85   0.73
2011-06-11 08:06:42 NOAA-19 (S)  8  44.46   1.25
2011-06-11 08:12:48 NOAA-18 (S)  7  24.54   1.20
2011-06-11 08:26:58 METP-02 (N)  7  35.18   2.24
2011-06-11 08:33:31 NOAA-15 (N)  9  61.46   1.79
2011-06-11 08:36:35 NOAA-16 (N)  7  32.72   2.97
2011-06-11 08:43:53 NOAA-17 (N)  9  78.74   2.94
2011-06-11 08:57:38 NOAA-19 (N)  6  21.71   1.02
2011-06-11 09:03:44 NOAA-18 (N)  5  12.19   0.93
2011-06-11 09:18:26 METP-02 (S)  6  18.26   0.81
2011-06-11 09:23:23 NOAA-15 (S)  7  26.83   1.12
2011-06-11 09:27:31 NOAA-16 (S)  5  12.07   0.92
2011-06-11 09:35:05 NOAA-17 (S)  6  17.41   0.82
2011-06-11 09:48:18 NOAA-19 (S)  7  28.29   1.14
2011-06-11 09:54:08 NOAA-18 (S)  6  21.33   1.07
2011-06-11 10:09:54 METP-02 (N)  5  15.07   2.08
2011-06-11 10:14:19 NOAA-15 (N)  7  30.31   1.01
2011-06-11 10:19:47 NOAA-16 (N)  4   9.45   1.57
2011-06-11 10:26:33 NOAA-17 (N)  5  13.77   1.64
2011-06-11 10:38:42 NOAA-19 (N)  4   7.11   1.03
2011-06-11 10:45:04 NOAA-18 (N)  4   8.48   1.00
2011-06-11 11:00:34 METP-02 (S)  4   7.48   0.98
2011-06-11 11:04:27 NOAA-15 (S)  6  16.29   1.02
2011-06-11 11:10:11 NOAA-16 (S)  4   8.39   1.07
2011-06-11 11:16:41 NOAA-17 (S)  4   8.61   1.03
2011-06-11 11:29:22 NOAA-19 (S)  5  13.11   1.04
2011-06-11 11:35:28 NOAA-18 (S)  4   7.72   0.96
2011-06-11 11:52:18 METP-02 (N)  4   9.20   1.53
2011-06-11 11:55:07 NOAA-15 (N)  5  13.01   0.81
2011-06-11 12:01:39 NOAA-16 (N)  4   8.15   1.15
2011-06-11 12:08:09 NOAA-17 (N)  5  14.47   1.42
2011-06-11 12:19:30 NOAA-19 (N)  6  18.51   1.26
2011-06-11 12:26:08 NOAA-18 (N)  4   9.71   1.10
2011-06-11 12:42:42 METP-02 (S)  5  15.28   0.88
2011-06-11 12:44:59 NOAA-15 (S)  5  14.80   0.91
2011-06-11 12:52:03 NOAA-16 (S)  4   7.86   1.02
2011-06-11 12:58:01 NOAA-17 (S)  4   9.01   1.05
2011-06-11 13:10:10 NOAA-19 (S)  7  30.22   1.10
2011-06-11 13:16:16 NOAA-18 (S)  7  27.85   1.04
2011-06-11 13:34:10 METP-02 (N)  3   6.01   1.23
2011-06-11 13:35:07 NOAA-15 (N)  8  55.68   1.26
2011-06-11 13:43:31 NOAA-16 (N)  6  20.48   1.16
2011-06-11 13:48:57 NOAA-17 (N)  6  22.39   1.28
2011-06-11 14:00:18 NOAA-19 (N) 10 101.99   1.44
2011-06-11 14:06:56 NOAA-18 (N)  7  29.98   1.24
2011-06-11 14:24:18 METP-02 (S)  6  22.89   0.86
2011-06-11 14:25:15 NOAA-15 (S)  7  30.59   1.01
2011-06-11 14:33:55 NOAA-16 (S)  6  16.25   1.00
2011-06-11 14:38:49 NOAA-17 (S)  6  16.46   1.00
2011-06-11 14:51:14 NOAA-19 (S)  7  37.74   1.13
2011-06-11 14:57:20 NOAA-18 (S)  5  13.63   1.06
2011-06-11 15:14:51 NOAA-15 (N)  5  13.78   1.04
2011-06-11 15:15:14 METP-02 (N)  5   9.84   1.17
2011-06-11 15:24:51 NOAA-16 (N)  5  11.72   1.12
2011-06-11 15:29:45 NOAA-17 (N)  6  16.61   1.19
2011-06-11 15:41:22 NOAA-19 (N)  5  10.65   1.11
2011-06-11 15:47:28 NOAA-18 (N)  4   9.32   1.05
2011-06-11 16:04:59 NOAA-15 (S)  5  12.55   0.88
2011-06-11 16:05:22 METP-02 (S)  5  13.74   0.99
2011-06-11 16:15:15 NOAA-16 (S)  6  15.52   1.05
2011-06-11 16:19:37 NOAA-17 (S)  5  13.74   1.08
2011-06-11 16:32:50 NOAA-19 (S)  5  12.26   1.06
2011-06-11 16:38:24 NOAA-18 (S)  4   6.78   1.06
2011-06-11 16:54:51 NOAA-15 (N)  5  15.45   1.09
2011-06-11 16:56:02 METP-02 (N)  6  16.36   1.14
2011-06-11 17:05:39 NOAA-16 (N)  5  11.45   1.23
2011-06-11 17:09:45 NOAA-17 (N)  6  15.75   1.25
2011-06-11 17:22:58 NOAA-19 (N)  4   8.85   0.96
2011-06-11 17:29:04 NOAA-18 (N)  3   5.18   0.89
2011-06-11 17:45:15 NOAA-15 (S)  5  10.90   0.92
2011-06-11 17:46:10 METP-02 (S)  5  10.96   1.12
2011-06-11 17:56:03 NOAA-16 (S)  4   8.13   1.09
2011-06-11 17:59:53 NOAA-17 (S)  5  10.43   1.18
2011-06-11 18:14:42 NOAA-19 (S)  4   8.02   0.96
2011-06-11 18:20:16 NOAA-18 (S)  6  18.89   0.95
2011-06-11 18:34:51 NOAA-15 (N)  5  15.39   0.99
2011-06-11 18:36:18 METP-02 (N)  5  11.27   1.27
2011-06-11 18:46:11 NOAA-16 (N)  4   7.88   1.28
2011-06-11 18:50:01 NOAA-17 (N)  5   9.82   1.30
2011-06-11 19:05:06 NOAA-19 (N)  4   7.38   0.80
2011-06-11 19:10:40 NOAA-18 (N)  5  10.67   0.82
2011-06-11 19:25:31 NOAA-15 (S)  6  18.21   1.02
2011-06-11 19:26:26 METP-02 (S)  4   9.57   1.20
2011-06-11 19:36:51 NOAA-16 (S)  5  14.63   1.07
2011-06-11 19:39:37 NOAA-17 (S)  5  13.52   1.20
2011-06-11 19:56:50 NOAA-19 (S)  7  27.60   0.67
2011-06-11 20:02:08 NOAA-18 (S)  5  12.82   0.79
2011-06-11 20:15:23 NOAA-15 (N)  6  18.12   0.88
2011-06-11 20:16:34 METP-02 (N)  7  37.89   1.22
2011-06-11 20:26:59 NOAA-16 (N)  6  16.70   1.27
2011-06-11 20:29:29 NOAA-17 (N)  6  16.95   1.33
2011-06-11 20:47:46 NOAA-19 (N)  4   8.46   0.79
2011-06-11 20:53:04 NOAA-18 (N)  5  10.71   0.78
2011-06-11 21:06:19 NOAA-15 (S)  5  15.35   0.97
2011-06-11 21:06:42 METP-02 (S)  5  10.91   1.23
2011-06-11 21:17:55 NOAA-16 (S)  5  10.11   0.97
2011-06-11 21:19:53 NOAA-17 (S)  5  13.81   1.08
2011-06-11 21:39:30 NOAA-19 (S)  5  10.42   1.59
2011-06-11 21:44:48 NOAA-18 (S)  4   7.25   1.05
2011-06-11 21:56:11 NOAA-15 (N)  6  17.85   0.76
2011-06-11 21:56:34 METP-02 (N)  4   9.05   1.43
2011-06-11 22:08:03 NOAA-16 (N)  5   9.96   1.17
2011-06-11 22:09:45 NOAA-17 (N)  5  12.14   1.24
2011-06-11 22:30:42 NOAA-19 (N)  4   8.31   0.92
2011-06-11 22:36:00 NOAA-18 (N)  4   6.44   0.81
2011-06-11 22:46:58 METP-02 (S)  4   8.70   1.16
2011-06-11 22:47:39 NOAA-15 (S)  6  23.24   0.79
2011-06-11 22:59:31 NOAA-16 (S)  4   7.32   0.88
2011-06-11 23:00:25 NOAA-17 (S)  4   6.91   0.94
2011-06-11 23:22:26 NOAA-19 (S)  4   6.27   3.81
2011-06-11 23:27:28 NOAA-18 (S)  2   3.88   2.73
2011-06-11 23:37:47 NOAA-15 (N)  4   7.29   0.77
2011-06-11 23:49:39 NOAA-16 (N)  4   6.78   1.09
2011-06-11 23:50:17 NOAA-17 (N)  4   8.31   1.16
2011-06-12 00:19:12 NOAA-18 (N)  3   5.92   1.01
2011-06-12 00:27:30 METP-02 (S)  6  16.16   0.93
2011-06-12 00:29:15 NOAA-15 (S)  6  22.93   0.72
2011-06-12 00:41:13 NOAA-17 (S)  3   5.91   0.87
2011-06-12 00:41:23 NOAA-16 (S)  3   5.30   0.90
2011-06-12 01:05:54 NOAA-19 (S)  6  17.32   2.35
2011-06-12 01:10:56 NOAA-18 (S)  3   4.67   2.87
2011-06-12 01:17:54 METP-02 (N)  4   8.04   1.25
2011-06-12 01:19:39 NOAA-15 (N)  5  10.86   0.92
2011-06-12 01:31:21 NOAA-17 (N)  5  10.62   1.19
2011-06-12 01:31:31 NOAA-16 (N)  4   9.31   1.15
2011-06-12 01:57:54 NOAA-19 (N)  5  12.50   1.15
2011-06-12 02:02:40 NOAA-18 (N)  5  11.05   1.22
2011-06-12 02:08:50 METP-02 (S)  5  11.79   0.78
2011-06-12 02:11:07 NOAA-15 (S)  6  19.38   0.81
2011-06-12 02:22:17 NOAA-17 (S)  5  12.18   0.73
2011-06-12 02:23:31 NOAA-16 (S)  5  11.27   0.80
2011-06-12 02:49:06 NOAA-19 (S)  5  14.14   1.43
2011-06-12 02:54:24 NOAA-18 (S)  5  12.08   1.41
2011-06-12 02:58:58 METP-02 (N)  6  22.53   1.14
2011-06-12 03:02:19 NOAA-15 (N)  5  14.99   1.38
2011-06-12 03:12:57 NOAA-17 (N)  5  11.99   1.40
2011-06-12 03:14:27 NOAA-16 (N)  4   9.21   1.56
2011-06-12 03:41:06 NOAA-19 (N)  5  12.84   1.11
2011-06-12 03:46:24 NOAA-18 (N)  4   8.84   1.22
2011-06-12 03:50:26 METP-02 (S)  5  12.51   0.75
2011-06-12 03:53:47 NOAA-15 (S)  6  20.69   0.82
2011-06-12 04:03:53 NOAA-17 (S)  5  12.20   0.83
2011-06-12 04:06:11 NOAA-16 (S)  4   7.19   1.16
2011-06-12 04:31:46 NOAA-19 (S)  6  16.23   1.14
2011-06-12 04:37:04 NOAA-18 (S)  5  10.93   1.16
2011-06-12 04:40:50 METP-02 (N)  4   8.78   1.30
2011-06-12 04:44:59 NOAA-15 (N)  5  11.29   1.74
2011-06-12 04:54:49 NOAA-17 (N)  5  15.09   1.98
2011-06-12 04:57:23 NOAA-16 (N)  3   4.49   2.40
2011-06-12 05:23:46 NOAA-19 (N)  5  11.87   0.96
2011-06-12 05:29:20 NOAA-18 (N)  4   8.03   1.01
2011-06-12 05:32:02 METP-02 (S)  5  12.08   0.85
2011-06-12 05:35:55 NOAA-15 (S)  7  28.07   0.84
2011-06-12 05:46:17 NOAA-17 (S)  5  13.13   0.89
2011-06-12 05:49:07 NOAA-16 (S)  5  13.39   0.92
2011-06-12 06:14:10 NOAA-19 (S)  6  24.08   1.15
2011-06-12 06:19:44 NOAA-18 (S)  5  15.45   1.13
2011-06-12 06:22:58 METP-02 (N)  4   7.08   1.74
2011-06-12 06:27:23 NOAA-15 (N)  4   9.30   1.74
2011-06-12 06:37:13 NOAA-17 (N)  4   6.42   2.80
2011-06-12 06:40:51 NOAA-16 (N)  2   3.84   2.76
2011-06-12 07:05:38 NOAA-19 (N)  4   8.71   0.83
2011-06-12 07:11:12 NOAA-18 (N)  4   8.00   0.86
2011-06-12 07:14:26 METP-02 (S)  5  12.37   0.87
2011-06-12 07:17:31 NOAA-15 (S)  5  11.92   1.20
2011-06-12 07:28:25 NOAA-17 (S)  5  10.53   0.93
2011-06-12 07:32:35 NOAA-16 (S)  5  10.97   0.87
2011-06-12 07:56:02 NOAA-19 (S)  6  16.11   1.15
2011-06-12 08:01:36 NOAA-18 (S)  5  11.03   1.10
2011-06-12 08:05:54 METP-02 (N)  7  34.81   2.22
2011-06-12 08:08:59 NOAA-15 (N)  6  22.89   1.53
2011-06-12 08:19:53 NOAA-17 (N)  6  23.80   2.66
2011-06-12 08:24:19 NOAA-16 (N)  4   9.80   2.63
2011-06-12 08:47:14 NOAA-19 (N)  6  20.94   1.01
2011-06-12 08:53:04 NOAA-18 (N)  6  15.65   0.96
2011-06-12 08:57:06 METP-02 (S)  6  22.35   0.78
